book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
7416,76527,76527,2280279,342,141439777,9780141439780.0,"Laurence Sterne, Melvyn New",1767.0,"The Life and Opinions of Tristram Shandy, Gentleman","The Life and Opinions of Tristram Shandy, Gentleman",eng,3.74,13641,15954,939,954,1547,3575,4498,5380,https://images.gr-assets.com/books/1403402384m/76527.jpg,https://images.gr-assets.com/books/1403402384s/76527.jpg,0
7428,364550,364550,3078362,145,521357306,9780521357300.0,"John Locke, Peter Laslett, Raymond Geuss",1689.0,Two Treatises of Government,Two Treatises of Government,eng,3.81,13056,13378,120,316,882,3718,4605,3857,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7429,16900,16900,522004,57,1420925229,9781420925230.0,Henry David Thoreau,1995.0,Civil Disobedience and Reading,Civil Disobedience and Other Essays,eng,4.06,12557,13706,227,141,609,2752,5009,5195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7444,9454,9454,995802,179,198245971,9780198245970.0,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807.0,Phänomenologie des Geistes,Phenomenology of Spirit,eng,3.91,11744,12263,231,466,897,2605,3609,4686,https://images.gr-assets.com/books/1425522818m/9454.jpg,https://images.gr-assets.com/books/1425522818s/9454.jpg,0
7461,18089551,18089551,25403808,12,,,Tammy Falkner,2013.0,,"Tall, Tatted and Tempting (The Reed Brothers, #1)",en-US,4.23,24680,24955,1862,267,699,3437,9286,11266,https://images.gr-assets.com/books/1371580822m/18089551.jpg,https://images.gr-assets.com/books/1371580822s/18089551.jpg,0
7495,669780,669780,382533,67,435900668,9780435900660.0,"Tayeb Salih, Denys Johnson-Davies",1966.0,موسم الهجرة إلى الشمال,Season of Migration to the North,eng,3.71,5985,13054,1664,623,1184,3205,4418,3624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7500,46676,46676,45783,55,1400034728,9781400034730.0,Harold S. Kushner,1981.0,When Bad Things Happen to Good People,When Bad Things Happen to Good People,,4.02,10615,11565,643,234,607,2414,3785,4525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7537,20613761,20613761,39895091,12,1555976905,9781555976900.0,Claudia Rankine,2014.0,Citizen: An American Lyric,Citizen: An American Lyric,eng,4.3,14115,14813,1726,248,407,1654,4840,7664,https://images.gr-assets.com/books/1420944502m/20613761.jpg,https://images.gr-assets.com/books/1420944502s/20613761.jpg,0
7562,2267195,2267195,1731763,16,078915479X,9780789154800.0,Kate Chopin,1894.0,The Story of an Hour,The Story of an Hour,eng,4.08,13308,14687,438,198,611,2944,4950,5984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7579,29744,29744,2971270,79,679601597,9780679601590.0,Philip Roth,1959.0,"Goodbye, Columbus and Five Short Stories","Goodbye, Columbus and Five Short Stories",,3.87,10089,12882,693,137,641,3338,5467,3299,https://images.gr-assets.com/books/1408068287m/29744.jpg,https://images.gr-assets.com/books/1408068287s/29744.jpg,0
7620,212525,212525,4708346,10,553212559,9780553212560.0,"Edith Wharton, Mary Gordon",1911.0,Ethan Frome and Other Short Fiction,Ethan Frome and Other Short Fiction,en-US,3.65,14271,14319,73,947,1410,3537,4178,4247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7622,132626,132626,127755,11,679724621,9780679724630.0,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",1887.0,On the Genealogy of Morals / Ecce Homo,On the Genealogy of Morals/Ecce Homo,en-US,4.14,11893,11940,172,168,437,2130,4067,5138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7647,37100,37100,1344080,48,743451791,9780743451800.0,Walter Mosley,1990.0,Devil in a Blue Dress,"Devil in a Blue Dress (Easy Rawlins, #1)",eng,3.91,12969,14217,884,134,718,3384,6091,3890,https://images.gr-assets.com/books/1336545202m/37100.jpg,https://images.gr-assets.com/books/1336545202s/37100.jpg,0
7650,588747,588747,1294338,177,192835203,9780192835210.0,Mary Elizabeth Braddon,1862.0,Lady Audley's Secret,Lady Audley's Secret,eng,3.73,13329,15362,836,425,1186,4318,5587,3846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7668,86658,86658,3876535,525,192801694,9780192801690.0,Joseph Conrad,1907.0,The Secret Agent: A Simple Tale,The Secret Agent,,3.59,11590,14284,943,452,1379,4536,5166,2751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7674,11532160,11532160,16470427,16,615487424,9780615487430.0,Jamie McGuire,2011.0,Requiem (Providence #2),"Requiem (Providence, #2)",eng,4.15,16911,17976,755,193,628,3092,6487,7576,https://images.gr-assets.com/books/1307717182m/11532160.jpg,https://images.gr-assets.com/books/1307717182s/11532160.jpg,0
7705,17191012,17191012,23643463,9,,,Tijan,2013.0,,"Fallen Crest Family (Fallen Crest High, #2)",en-US,4.28,21259,21335,1064,188,650,2949,6716,10832,https://images.gr-assets.com/books/1370197330m/17191012.jpg,https://images.gr-assets.com/books/1370197330s/17191012.jpg,0
7716,27397,27397,227861,28,679772677,9780679772680.0,Jonathan Harr,1995.0,A Civil Action,A Civil Action,en-US,3.94,11985,12304,701,99,493,2968,5178,3566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7723,159418,159418,17612730,450,872204227,9780872204220.0,"René Descartes, Donald A. Cress",1637.0,,Discourse on Method,eng,3.7,10615,12610,288,309,1137,3853,4052,3259,https://images.gr-assets.com/books/1405624619m/159418.jpg,https://images.gr-assets.com/books/1405624619s/159418.jpg,0
7729,17325147,17325147,24022649,21,1477817158,9781477817160.0,Jessica Park,2013.0,Left Drowning,"Left Drowning (Left Drowning, #1)",eng,4.14,17461,20780,2437,480,934,3191,6684,9491,https://images.gr-assets.com/books/1372359048m/17325147.jpg,https://images.gr-assets.com/books/1372359048s/17325147.jpg,0
7743,19501672,19501672,24797649,24,62294806,9780062294810.0,"J. Lynn, Jennifer L. Armentrout",2014.0,Stay with Me,"Stay with Me (Wait for You, #3)",eng,4.17,20654,23018,1876,222,726,3678,8588,9804,https://images.gr-assets.com/books/1400524327m/19501672.jpg,https://images.gr-assets.com/books/1400524327s/19501672.jpg,0
7760,17800786,17800786,24901276,4,,9780985547350.0,H.M. Ward,2013.0,,"Damaged 2 (Damaged, #2)",eng,4.13,16833,18994,986,176,627,3312,7224,7655,https://images.gr-assets.com/books/1371340440m/17800786.jpg,https://images.gr-assets.com/books/1371340440s/17800786.jpg,0
7778,27297,27297,3320969,348,140443487,9780140443490.0,"Confucius, D.C. Lau",-476.0,論語 [Lún Yǔ],The Analects,eng,3.82,9807,13227,468,282,1027,3516,4303,4099,https://images.gr-assets.com/books/1309201523m/27297.jpg,https://images.gr-assets.com/books/1309201523s/27297.jpg,0
7801,22296542,22296542,24945287,15,,,"Krista Ritchie, Becca Ritchie",2013.0,Addicted to You,"Addicted to You (Addicted, #1)",eng,3.9,12746,20746,2441,649,1326,4507,7324,6940,https://images.gr-assets.com/books/1400803526m/22296542.jpg,https://images.gr-assets.com/books/1400803526s/22296542.jpg,0
7815,23122175,23122175,42671149,8,,,Kristen Callihan,2015.0,The Friend Zone,"The Friend Zone (Game On, #2)",eng,4.21,21130,24009,1755,248,736,3451,8930,10644,https://images.gr-assets.com/books/1430227184m/23122175.jpg,https://images.gr-assets.com/books/1430227184s/23122175.jpg,0
7829,93276,93276,89928,23,195019059,9780195019060.0,"Thomas Malory, Eugène Vinaver",1860.0,The Story of King Arthur,King Arthur and His Knights: Selected Tales,,4.1,13286,13350,43,102,430,2785,4726,5307,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7832,118389,118389,1800811,11,848809971,9780848809970.0,T.S. Eliot,1915.0,The Love Song of J. Alfred Prufrock and Other Poems,The Love Song of J. Alfred Prufrock and Other Poems,eng,4.32,14775,15149,169,188,464,1925,4294,8278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7838,122649,122649,1897835,224,140621733,9780141197940.0,Oscar Wilde,1893.0,Lady Windermere's Fan,Lady Windermere's Fan,eng,3.9,13408,14946,607,87,594,3991,6370,3904,https://images.gr-assets.com/books/1336666367m/122649.jpg,https://images.gr-assets.com/books/1336666367s/122649.jpg,0
7847,18870159,18870159,26869240,11,1481420763,9781481420760.0,Abbi Glines,2014.0,Bad for You,"Bad for You (Sea Breeze, #7)",eng,4.3,19392,21120,1518,158,478,2736,7153,10595,https://images.gr-assets.com/books/1390861093m/18870159.jpg,https://images.gr-assets.com/books/1390861093s/18870159.jpg,0
7877,20980373,20980373,40357587,8,,,Whitney G.,2014.0,Reasonable Doubt: Volume 2,"Reasonable Doubt: Volume 2 (Reasonable Doubt, #2)",eng,4.14,21134,23623,1932,241,860,4052,8669,9801,https://images.gr-assets.com/books/1397189810m/20980373.jpg,https://images.gr-assets.com/books/1397189810s/20980373.jpg,0
7936,21843117,21843117,41113081,10,,9780990490400.0,R.S. Grey,2014.0,Scoring Wilder,Scoring Wilder,eng,4.1,17771,20700,1777,375,928,3354,7661,8382,https://images.gr-assets.com/books/1401806540m/21843117.jpg,https://images.gr-assets.com/books/1401806540s/21843117.jpg,0
7952,2183,2183,314156,322,140447970,9780140447970.0,"Gustave Flaubert, Robert Baldick, Geoffrey Wall",1869.0,L'Éducation sentimentale,Sentimental Education,eng,3.83,11642,13782,510,395,1121,3229,4718,4319,https://images.gr-assets.com/books/1327788473m/2183.jpg,https://images.gr-assets.com/books/1327788473s/2183.jpg,0
7970,27999,27999,2888523,53,684852225,9780684852220.0,Annie Proulx,1999.0,Close Range: Wyoming Stories,Close Range,en-US,3.99,11107,12281,843,249,534,2407,4943,4148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7973,12067972,12067972,17035474,21,,,Tammara Webber,2011.0,Where You Are,"Where You Are (Between the Lines, #2)",eng,3.94,18402,18655,839,228,816,4437,7565,5609,https://images.gr-assets.com/books/1367082773m/12067972.jpg,https://images.gr-assets.com/books/1367082773s/12067972.jpg,0
7974,25200,25200,1796157,109,800871863,9780800871860.0,"Shūsaku Endō, William Johnston",1966.0,沈黙,Silence,eng,4.1,11917,14574,2030,117,587,2534,5828,5508,https://images.gr-assets.com/books/1327991351m/25200.jpg,https://images.gr-assets.com/books/1327991351s/25200.jpg,0
7990,90078,90078,1689887,165,1406790273,9781406790280.0,John Locke,1689.0,An Essay Concerning Human Understanding,An Essay Concerning Human Understanding,,3.82,11456,11957,92,196,865,3359,4049,3488,https://images.gr-assets.com/books/1416179522m/90078.jpg,https://images.gr-assets.com/books/1416179522s/90078.jpg,0
7998,174879,174879,168933,45,039575531X,9780395755310.0,"Carl R. Rogers, Peter D. Kramer",1961.0,On Becoming a Person:  A Therapist's View of Psychotherapy,On Becoming a Person: A Therapist's View of Psychotherapy,,4.11,9988,10370,166,220,423,1817,3476,4434,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8001,21956060,21956060,41263669,5,,,J.M. Darhower,2014.0,,"Monster in His Eyes (Monster in His Eyes, #1)",eng,4.21,18999,22136,2347,395,865,3062,7254,10560,https://images.gr-assets.com/books/1398071281m/21956060.jpg,https://images.gr-assets.com/books/1398071281s/21956060.jpg,0
8011,130119,130119,300449,231,1420926993,9781420927000.0,David Hume,1748.0,An Enquiry concerning Human Understanding,An Enquiry Concerning Human Understanding,eng,3.9,11646,13144,286,263,809,3193,4551,4328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8018,588234,588234,2937863,29,140086838,9780140086840.0,Leslie Marmon Silko,1977.0,Ceremony,Ceremony,en-US,3.73,11547,13557,1019,516,1266,3440,4437,3898,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8025,66933,66933,865773,53,802141323,9780802141320.0,"Frantz Fanon, Jean-Paul Sartre, Richard Philcox, Homi K. Bhabha",1961.0,Les Damnés de la terre,The Wretched of the Earth,eng,4.16,11142,12233,474,192,461,1952,4189,5439,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8037,752994,752994,685838,184,486270653,9780486270650.0,Molière,1666.0,Le Misanthrope ou L'Atrabilaire Amoureux,The Misanthrope,eng,3.78,12994,14435,250,240,1049,4133,5200,3813,https://images.gr-assets.com/books/1416873266m/752994.jpg,https://images.gr-assets.com/books/1416873266s/752994.jpg,0
8047,126061,126061,452382,84,451037707,9780451037700.0,James D. Watson,1968.0,The Double Helix: A Personal Account of the Discovery of the Structure of DNA,The Double Helix,eng,3.87,11415,12997,637,278,769,3208,4823,3919,https://images.gr-assets.com/books/1384152213m/126061.jpg,https://images.gr-assets.com/books/1384152213s/126061.jpg,0
8084,33293,7937510,2074000,25,393324869,9780393324860.0,Charles Wheelan,2002.0,Naked Economics: Undressing the Dismal Science,Naked Economics: Undressing the Dismal Science,,4.0,5646,11154,809,131,484,2238,4749,3552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8086,16233105,17944662,22227144,13,,,Addison Moore,2012.0,Someone To Love,"Someone to Love (Someone to Love, #1)",en-US,3.74,14747,17574,848,555,1440,4723,6128,4728,https://images.gr-assets.com/books/1355429121m/16233105.jpg,https://images.gr-assets.com/books/1355429121s/16233105.jpg,0
8107,44796,44796,2095270,349,1598185217,9781598185220.0,W. Somerset Maugham,1919.0,The Moon and Sixpence,The Moon and Sixpence,,4.11,10074,13062,825,76,453,2351,5245,4937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8162,12923,12923,46432,361,192834401,9780192834410.0,Horace Walpole,1764.0,,The Castle of Otranto,eng,3.18,12921,16081,1293,766,3006,6662,3899,1748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8168,47730,47730,46720,13,395957761,9780395957770.0,"Anne Sexton, Maxine Kumin",1981.0,The Complete Poems: Anne Sexton,The Complete Poems,en-US,4.28,11888,12264,305,117,303,1680,4089,6075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8217,126066,126066,121421,30,785267239,9780785267230.0,"John Eldredge, Brent Curtis",1997.0,The Sacred Romance Drawing Closer To The Heart Of God,The Sacred Romance Drawing Closer To The Heart Of God,eng,4.0,9882,10477,277,262,617,2165,3211,4222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8221,65336,65336,1017679,19,081120958X,9780811209590.0,"William Carlos Williams, Charles Tomlinson",1949.0,Selected Poems,Selected Poems,,4.15,11740,12108,153,170,395,1977,4458,5108,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8276,16076,16076,23893547,272,743487672,9780743487670.0,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",1899.0,The Awakening and Selected Short Stories,The Awakening and Selected Stories,eng,3.84,8505,14092,618,486,1096,3210,4735,4565,https://images.gr-assets.com/books/1403398895m/16076.jpg,https://images.gr-assets.com/books/1403398895s/16076.jpg,0
8293,25056528,25056528,44738130,5,,,Whitney G.,2015.0,,"Sincerely, Carter (Sincerely Carter, #1)",,4.1,14881,18964,1995,326,757,3128,7238,7515,https://images.gr-assets.com/books/1427776502m/25056528.jpg,https://images.gr-assets.com/books/1427776502s/25056528.jpg,0
8295,3291,3291,130037,103,743217187,9780743217190.0,Isabel Allende,1988.0,Cuentos de Eva Luna,The Stories of Eva Luna,en-US,3.96,10862,13067,539,112,617,3093,5159,4086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8309,539282,539282,60745,17,452264014,9780452264010.0,August Wilson,1986.0,Fences (The Century Cycle #6),Fences (The Century Cycle #6),eng,3.84,11991,12834,882,269,943,3198,4640,3784,https://images.gr-assets.com/books/1481833774m/539282.jpg,https://images.gr-assets.com/books/1481833774s/539282.jpg,0
8344,21473305,21473305,36292766,8,,,L.A. Casey,2014.0,,"Dominic (Slater Brothers, #1)",eng,4.08,19434,20084,1692,685,1085,3200,6079,9035,https://images.gr-assets.com/books/1395291295m/21473305.jpg,https://images.gr-assets.com/books/1395291295s/21473305.jpg,0
8364,17835773,17835773,24956536,11,,,Abbi Glines,2013.0,Misbehaving,"Misbehaving (Sea Breeze, #6)",eng,4.18,18648,19439,1151,143,586,3358,6936,8416,https://images.gr-assets.com/books/1415353706m/17835773.jpg,https://images.gr-assets.com/books/1415353706s/17835773.jpg,0
8380,386142,386142,375834,10,751534552,9780751534560.0,Amanda Brown,2001.0,Legally Blonde,Legally Blonde,,3.68,11094,11320,189,517,1174,3135,3102,3392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8389,52872,52872,1094776,20,802170374,9780802170380.0,Sherman Alexie,2007.0,Flight: A Novel,Flight,en-US,3.89,12016,12429,1894,188,652,3064,4976,3549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8390,12073,12073,2078450,62,631231277,9780631231270.0,"Ludwig Wittgenstein, G.E.M. Anscombe",1953.0,Philosophische Untersuchungen,Philosophical Investigations,en-US,4.23,9403,10085,224,240,389,1389,2869,5198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8396,579696,579696,1602327,8,609804618,9780609804610.0,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998.0,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,eng,4.18,10999,11198,123,120,317,1929,3918,4914,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8411,164723,164723,159038,6,890420254,9780890420260.0,American Psychiatric Association,1952.0,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,eng,3.87,10114,10155,219,471,738,2229,2948,3769,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8416,35476,35476,3813941,59,803283857,9780803283860.0,"Black Elk, John G. Neihardt",1932.0,Black Elk Speaks,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,en-GB,4.13,8888,10942,514,114,407,2010,3837,4574,https://images.gr-assets.com/books/1328819916m/35476.jpg,https://images.gr-assets.com/books/1328819916s/35476.jpg,0
8417,6326920,6326920,6512514,46,385529376,9780385529370.0,Ben Mezrich,2009.0,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",en-US,3.5,9400,11768,1443,309,1288,4213,4124,1834,https://images.gr-assets.com/books/1320527444m/6326920.jpg,https://images.gr-assets.com/books/1320527444s/6326920.jpg,0
8430,160194,160194,746005,18,1400031605,9781400031600.0,Michael Frayn,1982.0,Noises Off,Noises Off,,4.18,12709,12897,158,240,469,2030,4163,5995,https://images.gr-assets.com/books/1320486520m/160194.jpg,https://images.gr-assets.com/books/1320486520s/160194.jpg,0
8440,23289,23289,750536,81,097496090X,9780974960910.0,James Joyce,1914.0,The Dead,The Dead,eng,4.09,11279,12015,481,232,651,2152,3785,5195,https://images.gr-assets.com/books/1456153413m/23289.jpg,https://images.gr-assets.com/books/1456153413s/23289.jpg,0
8452,5946,5946,1155500,43,679772669,9780679772670.0,Michael Ondaatje,1987.0,In the Skin of a Lion,In the Skin of a Lion,,3.88,11289,12433,762,281,844,2885,4556,3867,https://images.gr-assets.com/books/1405864361m/5946.jpg,https://images.gr-assets.com/books/1405864361s/5946.jpg,0
8471,682793,682793,2630409,344,553211587,9780553211580.0,Mark Twain,1893.0,The Tragedy of Puddn'head Wilson,Pudd'nhead Wilson,eng,3.74,11014,13549,854,174,928,4107,5330,3010,https://images.gr-assets.com/books/1473261603m/682793.jpg,https://images.gr-assets.com/books/1473261603s/682793.jpg,0
8472,208036,208036,2479557,201,1888009039,9781888009030.0,"Aristotle, Joe Sachs",-330.0,τὰ μετὰ τὰ φυσικά,Metaphysics,,4.0,10112,10645,129,181,607,2377,3299,4181,https://images.gr-assets.com/books/1355049704m/208036.jpg,https://images.gr-assets.com/books/1355049704s/208036.jpg,0
8485,4224060,4224060,4271462,71,670020478,9780670020480.0,"Ken Robinson, Lou Aronica",2009.0,The Element: A New View of Human Capacity,The Element: How Finding Your Passion Changes Everything,eng,3.89,9074,11124,1216,230,779,2596,3932,3587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8492,676,676,752463,10,375755195,9780375755190.0,Billy Collins,2001.0,Sailing Alone Around the Room: New and Selected Poems,Sailing Alone Around the Room: New and Selected Poems,eng,4.24,10999,11254,575,213,352,1423,3853,5413,https://images.gr-assets.com/books/1403183272m/676.jpg,https://images.gr-assets.com/books/1403183272s/676.jpg,0
8494,17970255,17970255,25189752,14,,,Samantha Young,2013.0,Into the Deep,"Into the Deep (Into the Deep, #1)",eng,4.09,19288,19710,1615,267,703,3455,7770,7515,https://images.gr-assets.com/books/1373117694m/17970255.jpg,https://images.gr-assets.com/books/1373117694s/17970255.jpg,0
8509,13417946,13417946,18752887,13,1475145578,9781475145570.0,Jamie McGuire,2011.0,,"Eden (Providence, #3)",,4.17,15420,16162,817,190,628,2690,5446,7208,https://images.gr-assets.com/books/1404485327m/13417946.jpg,https://images.gr-assets.com/books/1404485327s/13417946.jpg,0
8511,13502970,13502970,19051459,10,,9781479207120.0,Amy A. Bartol,2012.0,Incendiary,"Incendiary (The Premonition, #4)",en-US,4.43,12468,14489,781,139,312,1423,3897,8718,https://images.gr-assets.com/books/1352268218m/13502970.jpg,https://images.gr-assets.com/books/1352268218s/13502970.jpg,0
8516,12349,12349,265218,34,140280464,9780140280460.0,Ruth Ozeki,1998.0,My Year of Meats,My Year of Meats,eng,3.93,10297,11143,1254,134,496,2420,5070,3023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8525,6080420,6080420,6257109,14,307270742,9780307270740.0,J. Courtney Sullivan,2009.0,Commencement,Commencement ,en-US,3.36,12653,13848,1724,542,1889,5253,4419,1745,https://images.gr-assets.com/books/1392259807m/6080420.jpg,https://images.gr-assets.com/books/1392259807s/6080420.jpg,0
8564,54620,54620,2887963,216,192805622,9780192805620.0,"Elizabeth Gaskell, Shirley Foster",1848.0,Mary Barton,Mary Barton,eng,3.7,11742,13179,646,396,1087,3731,4788,3177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8588,432,432,2434710,25,140097317,9780140097310.0,Paul Auster,1985.0,City of Glass,"City of Glass (The New York Trilogy, #1)",eng,3.81,10157,11176,683,230,853,2758,4320,3015,https://images.gr-assets.com/books/1309986722m/432.jpg,https://images.gr-assets.com/books/1309986722s/432.jpg,0
8605,48697,48697,47640,2,631227083,9780631227080.0,"Charles Harrison, Paul Wood",2002.0,"Art in Theory, 1900-2000: An Anthology of Changing Ideas",Art in Theory 1900 - 2000: An Anthology of Changing Ideas,en-US,3.94,7861,7866,47,313,538,1662,2138,3215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
8609,724371,724371,1026788,29,192723715,9780192723710.0,"Alfred Tennyson, Charles Keeping",1833.0,The Lady of Shalott,The Lady of Shalott,en-US,4.17,14848,15229,205,144,495,2806,4956,6828,https://images.gr-assets.com/books/1400891098m/724371.jpg,https://images.gr-assets.com/books/1400891098s/724371.jpg,0
